feature,importance
Population,0.035758002212716467
Urbanisation,0.033258587017690515
GDP_AUD_Real2015,0.02881273820948904
IP_Index_AUD_Real2015?,0.034861073146402896
FX_USD,0.07581263208654637
CPI_Index,0.047066000888430624
Iron_Ore_Production,0.04547514788349163
Coal_Production,0.5424401173102098
Wind_Offshore,0.0
Wind_Onshore,0.06358105565873383
Solar_Grid,0.050803150519865864
Solar_Distributed,0.04213149506642298
