feature,importance
Population,0.08784740174914275
Urbanisation,0.08005431556858306
GDP_AUD_Real2015,0.07490592445486598
IP_Index_AUD_Real2015?,0.06419892620301462
FX_USD,0.10479256876668903
CPI_Index,0.10259356993962931
Iron_Ore_Production,0.11071908297839995
Coal_Production,0.13185169680293946
Wind_Offshore,0.0
Wind_Onshore,0.10380652705890975
Solar_Grid,0.09287030142824489
Solar_Distributed,0.046359685049581024
