feature,importance
Population,0.09349162819583456
Urbanisation,0.08079922808393977
GDP_AUD_Real2015,0.08210300521992876
IP_Index_AUD_Real2015?,0.08321361968462257
FX_USD,0.06139284067974095
CPI_Index,0.07182536678615174
Iron_Ore_Production,0.11455214256008359
Coal_Production,0.217089062710667
Wind_Offshore,0.0
Wind_Onshore,0.08401113308360011
Solar_Grid,0.07831018435178565
Solar_Distributed,0.03321178864364543
