Year,BILLETS_COMMERCIAL,BILLETS_SBQ,SLABS_STANDARD,BILLETS_DEGASSED,SLABS_DEGASSED,HOT_ROLLED_COIL,COLD_ROLLED_COIL,PLATE,GALVANIZED,STRUCTURAL_BEAMS,STRUCTURAL_COLUMNS,STRUCTURAL_CHANNELS,STRUCTURAL_ANGLES,RAILS_STANDARD,RAILS_HEAD_HARDENED,SLEEPER_BAR,REBAR,WIRE_ROD,WELDED_STRUCTURAL,SEAMLESS_LINE_PIPE,WELDED_LINE_PIPE,OTHER_TUBE_PIPE
2038,974.907015160547,443.1395523457031,265.88373140742186,53.17674628148437,35.45116418765625,605.443736596875,378.40233537304687,302.7218682984375,227.0414012238281,770.1068386171875,462.0641031703125,369.65128253625,246.4341883575,184.825641268125,61.608547089375,30.8042735446875,770.1068386171875,184.825641268125,218.36838777187498,181.9736564765625,145.57892518125,181.9736564765625
2039,974.907015160547,443.1395523457031,265.88373140742186,53.17674628148437,35.45116418765625,605.443736596875,378.40233537304687,302.7218682984375,227.0414012238281,770.1068386171875,462.0641031703125,369.65128253625,246.4341883575,184.825641268125,61.608547089375,30.8042735446875,770.1068386171875,184.825641268125,218.36838777187498,181.9736564765625,145.57892518125,181.9736564765625
2040,974.907015160547,443.1395523457031,265.88373140742186,53.17674628148437,35.45116418765625,605.443736596875,378.40233537304687,302.7218682984375,227.0414012238281,770.1068386171875,462.0641031703125,369.65128253625,246.4341883575,184.825641268125,61.608547089375,30.8042735446875,770.1068386171875,184.825641268125,218.36838777187498,181.9736564765625,145.57892518125,181.9736564765625
2041,954.8118735632814,434.0053970742188,260.4032382445313,52.08064764890626,34.720431765937505,619.6327156593751,387.2704472871094,309.81635782968755,232.36226837226562,771.2596931660157,462.7558158996094,370.20465271968754,246.80310181312504,185.10232635984377,61.70077545328126,30.85038772664063,771.2596931660157,185.10232635984377,217.3042143421875,181.08684528515624,144.869476228125,181.08684528515624
2042,954.8118735632814,434.0053970742188,260.4032382445313,52.08064764890626,34.720431765937505,619.6327156593751,387.2704472871094,309.81635782968755,232.36226837226562,771.2596931660157,462.7558158996094,370.20465271968754,246.80310181312504,185.10232635984377,61.70077545328126,30.85038772664063,771.2596931660157,185.10232635984377,217.3042143421875,181.08684528515624,144.869476228125,181.08684528515624
2043,954.8118735632814,434.0053970742188,260.4032382445313,52.08064764890626,34.720431765937505,619.6327156593751,387.2704472871094,309.81635782968755,232.36226837226562,771.2596931660157,462.7558158996094,370.20465271968754,246.80310181312504,185.10232635984377,61.70077545328126,30.85038772664063,771.2596931660157,185.10232635984377,217.3042143421875,181.08684528515624,144.869476228125,181.08684528515624
2044,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
2045,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
2046,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
2047,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
2048,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
2049,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
2050,955.2539852882816,434.20635694921884,260.5238141695313,52.10476283390626,34.73650855593751,619.919627559375,387.4497672246094,309.9598137796875,232.46986033476563,771.6168137285158,462.97008823710945,370.3760705896876,246.91738039312506,185.1880352948438,61.729345098281264,30.864672549140632,771.6168137285158,185.1880352948438,217.40483389218753,181.17069491015627,144.93655592812502,181.17069491015627
