forecast_type,product_category,level,avg_annual_demand_kt,total_2025_2050_mt,growth_rate_cagr
hierarchical_model,SEMI_FINISHED,level_1,714.3647714246608,19.28784882846584,0.008269149923312291
hierarchical_model,FINISHED_FLAT,level_1,1733.8593164233168,46.814201543429554,0.06446298668405515
hierarchical_model,FINISHED_LONG,level_1,3492.0907788565196,94.28645102912603,0.0845939573074661
hierarchical_model,TUBE_PIPE,level_1,1129.4214469529104,30.49437906772858,0.032799764038493606
hierarchical_model,BILLETS_COMMERCIAL,level_2,371.46968114082364,10.029681390802237,0.008269149923312291
hierarchical_model,BILLETS_SBQ,level_2,192.87848828465843,5.207719183685778,0.008269149923312291
hierarchical_model,SLABS_STANDARD,level_2,114.2983634279457,3.086055812554534,0.008269149923312291
hierarchical_model,BILLETS_DEGASSED,level_2,21.430943142739824,0.5786354648539752,0.008269149923312291
hierarchical_model,SLABS_DEGASSED,level_2,14.287295428493213,0.38575697656931673,0.008269149923312291
hierarchical_model,HOT_ROLLED_COIL,level_2,658.8665402408602,17.789396586503226,0.06446298668405515
hierarchical_model,COLD_ROLLED_COIL,level_2,450.80342227006247,12.171692401291686,0.06446298668405515
hierarchical_model,PLATE,level_2,381.44904961312966,10.299124339554501,0.06446298668405515
hierarchical_model,GALVANIZED,level_2,242.74030429926438,6.553988216080138,0.06446298668405515
hierarchical_model,STRUCTURAL_BEAMS,level_2,907.9436025026953,24.514477267572772,0.0845939573074661
hierarchical_model,REBAR,level_2,942.8645102912603,25.457341777864027,0.0845939573074661
hierarchical_model,STRUCTURAL_COLUMNS,level_2,488.8927090399128,13.200103144077646,0.0845939573074661
hierarchical_model,STRUCTURAL_CHANNELS,level_2,314.2881700970868,8.485780592621342,0.0845939573074661
hierarchical_model,RAILS_STANDARD,level_2,384.1299856742172,10.371509613203866,0.0845939573074661
hierarchical_model,STRUCTURAL_ANGLES,level_2,139.68363115426084,3.771458041165042,0.0845939573074661
hierarchical_model,WIRE_ROD,level_2,314.2881700970868,8.485780592621342,0.0845939573074661
hierarchical_model,LARGE_DIAMETER_PIPE,level_2,508.23965112880967,13.72247058047786,0.032799764038493606
hierarchical_model,SMALL_MEDIUM_PIPE,level_2,338.8264340858731,9.148313720318573,0.032799764038493606
hierarchical_model,WELDED_STRUCTURAL,level_2,282.3553617382276,7.623594766932145,0.032799764038493606
hierarchical_model,BILLETS_COMM_LOW_CARBON,level_3,148.58787245632945,4.011872556320895,0.008269149923312291
hierarchical_model,BILLETS_COMM_MEDIUM_CARBON,level_3,222.8818086844941,6.0178088344813405,0.008269149923312291
hierarchical_model,BILLETS_SBQ_MINING,level_3,96.43924414232922,2.603859591842889,0.008269149923312291
hierarchical_model,BILLETS_SBQ_OIL_GAS,level_3,38.57569765693168,1.0415438367371552,0.008269149923312291
hierarchical_model,BILLETS_SBQ_INDUSTRIAL,level_3,57.863546485397514,1.562315755105733,0.008269149923312291
hierarchical_model,UB_GRADE_300,level_3,708.1960099521023,19.12129226870676,0.0845939573074661
hierarchical_model,UB_GRADE_300_PLUS,level_3,154.35041242545816,4.16746113548737,0.0845939573074661
hierarchical_model,UB_GRADE_350_400,level_3,45.39718012513477,1.2257238633786387,0.0845939573074661
hierarchical_model,RAILS_STD_FREIGHT,level_3,211.27149212081943,5.704330287262124,0.0845939573074661
hierarchical_model,RAILS_STD_PASSENGER,level_3,134.44549498597596,3.630028364621351,0.0845939573074661
hierarchical_model,RAILS_LIGHT_RAIL,level_3,38.412998567421724,1.0371509613203866,0.0845939573074661
