feature,importance
Population,0.10574880550259724
Urbanisation,0.09366793681640619
GDP_AUD_Real2015,0.07016215363157724
IP_Index_AUD_Real2015?,0.06478951895693522
FX_USD,0.07634152279986839
CPI_Index,0.10383240253173609
Iron_Ore_Production,0.1096853428195419
Coal_Production,0.1043669210489783
Wind_Offshore,0.0
Wind_Onshore,0.11763707455057316
Solar_Grid,0.10804810620354158
Solar_Distributed,0.0457202151382448
